Q18574007	Peterssen_-_Nocturne.jpg	Nocturne_(Eilif_Peterssen)_-_Nationalmuseum_-_18401.tif
Q20169485	Thomas_P._Anshutz_-_A_Rose.jpg	Anschutz_A_Rose.jpg
Q7422486	Ticiano_-_cardealmadruzzo05.jpg	Ticiano_-_cardealmadruzzo05.jpg
Q3842606	Moretto_da_Brescia_-_The_Virgin_of_Carmel_-_WGA16232.jpg	Accademia_-_The_Virgin_of_Carmel_-_by_Moretto_da_Brescia.jpg
Q18748474	Eugène_Delacroix_-_Christ_on_the_Lake_of_Gennezaret_-_WGA06219.jpg	Eugène_Delacroix_-_Christ_on_the_Sea_of_Galilee_-_Walters_37186.jpg
Q18574008	Baron_Carl_Adam_Wachtmeister_(Alexander_Roslin)_-_Nationalmuseum_-_18402.tif	Carl_Adam_Wachtmeister.jpg
Q19912118	Véronèse,_Portrait_de_sculpteur,_Metropolitan.jpg	Paolo_Veronese_044.jpg
Q20880289	Portrait_of_a_Scholar-Official_in_Blue_Robe_LACMA_M.2000.15.15_(3_of_4).jpg	Portrait_of_a_Scholar-Official_in_Blue_Robe_LACMA_M.2000.15.15_(4_of_4).jpg
Q19911480	The_Martyrdom_of_Saint_Lawrence;_(reverse)_Giving_Drink_to_the_Thirsty_MET_GermanCat44_Xray.jpg	The_Martyrdom_of_Saint_Lawrence;_(reverse)_Giving_Drink_to_the_Thirsty_MET_DT8702.jpg
Q17579717	Chapiteau_de_l'Histoire_de_Job_(ME180)_4.jpg	Chapiteau_de_l'Histoire_de_Job_(ME180)_2.jpg
Q2610675	La_Diseuse_de_bonne_aventure,_Caravaggio_(Louvre_INV_55)_02.jpg	Fortune_teller-Caravaggio-INV_55-DSC00224.JPG
Q19358256	George_Henry_Paulin_(1888-1962)_-_Anna_Pavlova_(after_1931_-q-)_left,_knee_upward,_garden_of_Ivy_House,_Golders_Green,_London_(now_the_Jewish_Cultural_Centre)_May_2013_(10810800935).png	Anna_Pavlova_Statue,_North_End_Road_-_London..jpg
Q27982024	Goyen_1644_View_of_Dordrecht_from_the_Oude_Maas.jpg	Jan_van_Goyen_-_View_of_Dordrecht_from_the_Oude_Maas_-_WGA10203.jpg
Q20020013	Francois_de_Lorraine.JPG	Clouet_F_de_Lorraine.jpg
Q19966446	Portrait_d'homme,_anciennement_portrait_de_Denis_Diderot_par_Fragonard.jpg	Portrait_d'homme,_anciennement_portrait_de_Denis_Diderot_par_Fragonard.jpg
Q20186848	Head_of_an_Angel_in_Left_Profile_MET_0223.jpg	Head_of_an_Angel_in_Left_Profile_MET_DP293276.jpg
Q27980446	Catherineofaragon1.jpg	Michel_Sittow_002.jpg
Q2270805	Hinter_den_Kulissen_der_Sonderausstellung_„Von_Dürer_bis_van_Gogh_-_Sammlung_Bührle_trifft_Wallraf--1631.jpg	Hinter_den_Kulissen_der_Sonderausstellung_„Von_Dürer_bis_van_Gogh_-_Sammlung_Bührle_trifft_Wallraf--1630.jpg
Q17322223	Pieter_Schout_te_paard_Rijksmuseum_SK-A-697.jpeg	Thomas_de_Keyser_001.jpg
Q20188684	Still_Life_-_Henri_Fantin-Latour.JPG	Henri_Fantin-Latour_002.jpg
Q16992699	John_Singer_Sargent_-_Some_General_Officers_of_the_Great_War.jpg	1922_John_Singer_Sargent_-_General_Officers_of_World_War_I_-_Columns.jpg
Q27966978	Hans_Rottenhammer_001.jpg	Hans_Rottenhammer_-_Feast_of_the_Gods_-_WGA20148.jpg
Q18687180	Jerzy_Siemiginowski-Eleuter_-_Portrait_of_Queen_Maria_Casimire_with_children_(ca._1684)_-_Google_Art_Project.jpg	Jerzy_Eleuter_Szymonowicz_Siemiginowski_-_Portrait_of_Queen_Maria_Casimire_with_children_-_Google_Art_Project.jpg
Q9404348	Niccolò_dell'abate,_ratto_di_proserpina,_1570_ca..JPG	Nicolò_dell'Abate_-_The_Rape_of_Proserpine_-_WGA00014.jpg
Q29383308	北宋_傳屈鼎_夏山圖_卷-Summer_Mountains_MET_DP151486.jpg	北宋_傳屈鼎_夏山圖_卷-Summer_Mountains_MET_DP151484.jpg
Q26221147	Van_Gogh_-_Weizenfeld_mit_Hocken_und_Schnitter1.jpeg	Wheat_Stacks_with_Reaper_1888_Vincent_van_Gogh.jpg
Q19917658	Reclining_Nude_MET_19971499.jpg	Reclining_Nude_MET_1997.149.9.jpg
Q15877622	Bazille_Studio_condamine.jpg	Landscape_with_two_people.jpg
Q3944500	Luca_Signorelli_-_Sacra_Famiglia_di_Parte_Guelfa_-_Uffizi.jpg	Luca_Signorelli_-_La_Sacra_Famiglia_(Galleria_degli_Uffizi).jpg
Q26221141	Van_Gogh_-_Das_Restaurant_Carrel_in_Arles.jpeg	Van_Gogh_-_Interieur_eines_Restaurants_in_Arles.jpeg
Q23935683	Jaume_Mateu_-_James_I_the_Conqueror_-_Google_Art_Project.jpg	Jaume_Mateu_-_James_I_the_Conqueror_-_Google_Art_Project.jpg
Q19835833	Van_Gogh_-_Kopf_eines_jungen_Bauern_mit_Pfeife.jpeg	Kop_van_een_man_-_s0069V1962_-_Van_Gogh_Museum.jpg
Q30731406	Herodias_by_Paul_Delaroche.jpg	Herodias_with_the_Head_of_St._John_the_Baptist_-_Paul_Delaroche_-_Wallraf-Richartz_Museum_-_Cologne_-_Germany_2017.jpg
Q18602536	Eiche_im_Schnee_-_Caspar_David_Friedrich.jpg	Caspar_David_Friedrich_-_Oak_in_the_Snow_-_WGA8281.jpg
Q28047573	Christopher_Smart.jpg	Christopher_Smart.jpg
Q20179689	Jean-Étienne_Liotard_-_Portrait_of_Maria_Frederike_van_Reede-Athlone_at_Seven_Years_of_Age.jpg	Portrait_of_Maria_Frederike_van_Reede-Athlone_at_Seven_Years_of_Age_00083301.jpg
Q18602431	Mountainous_River_Landscape_by_Caspar_David_Friedrich.jpg	Mountainous_River_Landscape_(Day_Version).jpg
Q27759136	Pan_y_Siringa_(Boucher).jpg	François_Boucher_-_Pan_and_Syrinx_-_WGA2918.jpg
Q52160427	Tellurion-MHS_752-IMG_3720-gradient.jpg	Tellurion-MHS_752-IMG_3720-black.jpg
Q3701197	Andrea_del_Sarto_-_Dama_col_-_Google_Art_Project.jpg	Andrea_del_Sarto_014.jpg
Q50826490	Christ_Carrying_the_Cross_by_Pieter_Brueghel_(II)_Bonnefantenmuseum_4042.jpg	Pieter_Brueghel_II_(1565-1638)_Kruisdraging,_ca_1605_(RCE_4042).jpg
Q20201984	Fragment_of_a_Compendium_of_the_Genealogy_of_Christ_MET_tr508a-2002d10.jpg	Fragment_of_a_Compendium_of_the_Genealogy_of_Christ_MET_tr508a-2002d5.jpg
Q20537703	I_havedøren._Kunstnerens_hustru.jpg	L.A._Ring_-_At_the_French_Windows._The_Artist's_Wife_-_Google_Art_Project.jpg
Q27941418	Alonso_de_Santo_Tomás_por_Maino.JPG	Alonso_de_Santo_Tomás_por_Maino.JPG
Q21693125	Anonyme_toulousain_-_Relief_,_Le_Jugement_dernier_-_Musée_des_Augustins_-_ME_116_(1).jpg	Anonyme_toulousain_-_Relief_,_Le_Jugement_dernier_-_Musée_des_Augustins_-_ME_116_(1).jpg
Q42897815	Pancika-AO_2932-IMG_8491-white.jpg	Pancika-AO_2932-IMG_8493-gradient.jpg
Q12882078	Wassilij_Maximowitsch_Maximow_002b.jpg	Maximov_Sick_Husband.jpg
Q2052008	El_sueño_de_Jacob,_by_José_de_Ribera,_from_Prado_in_Google_Earth-x1-y0.jpg	El_sueño_de_Jacob,_por_José_de_Ribera.jpg
Q19920993	NY_Met_modigliani_boy.JPG	Boy_in_a_Striped_Sweater_MET_DT1437.jpg
Q3842508	Lorenzo_Lotto_-_Madonna_and_Child_with_Two_Donors_-_77.PA.110_-_J._Paul_Getty_Museum.jpg	Lotto,_madonna_col_bambino_e_due_donatori.jpg
Q29647643	Hans_Memling_083.jpg	Hans_memling,_angelo_con_ramo_d'olivo,_1475-80_ca..JPG
Q948745	Duccio_-_Maestà_-_detail_01.jpg	Duccio_-_Maestà_-_Google_Art_Project.jpg
Q17342917	Frans_Hals_-_Feyntje_van_Steenkiste.jpg	Amsterdam_-_Rijksmuseum_1885_-_Gallery_of_Honour_(1st_Floor)_-_Feyntje_van_Steenkiste_c._1635_by_Frans_Hals.jpg
Q17491009	Henri_Fantin-Latour_-_Portrait_of_Mlle_C._D,_1882.jpg	Charlotte_Dubourg_by_Henri_Fantin-Latour.jpg
Q3877895	Titian_-_Noli_me_Tangere_-_Google_Art_Project.jpg	Titian_-_Christus_und_Maria_Magdalena_Noli_me_tangere.jpg
Q26220249	Self-Portrait11.jpg	Van_Gogh_-_Selbstbildnis_29.jpeg
Q29477751	Late_Bronze_Age_swords-on_display_1-A-P4140327-white.jpg	Late_Bronze_Age_swords-on_display_1-A-P4140327-black.jpg
Q18573627	Женщина_с_фруктами.jpg	Abraham_Brueghel_-_Woman_Grasping_Fruit_-_WGA3546.jpg
Q19008624	Antoine-Jean_Gros_001.jpg	Antoine-Jean_Gros_-_Bonaparte_on_the_Bridge_at_Arcole_-_WGA10700.jpg
Q18689334	Sandro_Botticelli_-_Mary_with_the_Child_and_Singing_Angels_-_Google_Art_Project.jpg	Sandro_Botticelli_061.jpg
Q10476958	Albert_Edelfelt_-_Queen_Bianca_-_Google_Art_Project.jpg	MECHELIN(1894)_p419_Queen_Blanche.jpg
Q20880256	Two_Nahans_(Arhats)_LACMA_M.2000.15.9_(3_of_5).jpg	Two_Nahans_(Arhats)_LACMA_M.2000.15.9_(4_of_5).jpg
Q32989826	Lion-MG_21162-IMG_8567-gradient.jpg	Lion-MG_21162-IMG_8567-white.jpg
Q19968950	Quentin_Massys-The_Virgin_and_Child,1529,Musée_du_Louvre,_Paris.jpg	Quentin_metsys,_madonna_col_bambino,_1510-25_ca._02.JPG
Q19205428	Beauvallet-suzannebathing2.jpg	Beauvallet-suzannebathing.jpg
Q3842594	Giovanni_Bellini_-_Madonna_and_Child_with_Two_Saints_(Sacra_Conversazione)_-_WGA1730.jpg	Madonna_and_the_Child_between_Saints_Catherine_and_Mary_Magdalene_by_Giovanni_Bellini_-_Accademia_-_Venice_2016_-_crop.jpg
Q18572291	Giuseppe_arcimboldo,_inverno,_1573,_01.JPG	Arcimboldo-winter.jpg
Q15117722	Augsburg_Schaezlerpalais_Mattes_2013-05-05_(21).JPG	Augsburg_Schaezlerpalais_Mattes_2013-05-05_(22).JPG
